"subject_id","mean","sd","activity"
1,0.419139808462055,0.612817872254871,"STANDING"
1,0.390501726356476,0.631118942650157,"STANDING"
1,0.38738734023663,0.634151941362472,"STANDING"
1,0.389448475628152,0.639215836536862,"STANDING"
1,0.389820787570208,0.636425735818303,"STANDING"
1,0.389539498973046,0.640910580813767,"STANDING"
1,0.390101466119893,0.629086722881947,"STANDING"
1,0.389998590146136,0.629234578188268,"STANDING"
1,0.392323117765848,0.626614722393796,"STANDING"
1,0.383144102701038,0.629199768495883,"STANDING"
1,0.387558929077539,0.6276161977614,"STANDING"
1,0.393420909047702,0.641248998817603,"STANDING"
1,0.395393652513204,0.637746830320021,"STANDING"
1,0.398237730373663,0.638316578651198,"STANDING"
1,0.400488809779517,0.602046159745806,"STANDING"
1,0.401668391745013,0.628078046950098,"STANDING"
1,0.392148117092021,0.636535612917673,"STANDING"
1,0.389473699424333,0.635789548181703,"STANDING"
1,0.395788769603081,0.639026053631727,"STANDING"
1,0.401931461957302,0.632297490008532,"STANDING"
1,0.400829107412876,0.640788439059727,"STANDING"
1,0.407437983800746,0.640764847318436,"STANDING"
1,0.401117536902847,0.637052590382745,"STANDING"
1,0.397204352429791,0.643139664835941,"STANDING"
1,0.398714104110499,0.635692250480655,"STANDING"
1,0.401055000588423,0.630920491837889,"STANDING"
1,0.409008007147543,0.630087490038844,"STANDING"
1,0.388274184387835,0.56659132712034,"SITTING"
1,0.405916844551149,0.616401828275483,"SITTING"
1,0.399735490973349,0.625104368105376,"SITTING"
1,0.369054324400468,0.553440356404494,"SITTING"
1,0.373204325792094,0.528458202615427,"SITTING"
1,0.386595054553944,0.554969564400568,"SITTING"
1,0.392885106338274,0.619873327279146,"SITTING"
1,0.40654948418622,0.62173802804689,"SITTING"
1,0.403442536299761,0.632340279935128,"SITTING"
1,0.399363972036848,0.632235563161845,"SITTING"
1,0.396803737718199,0.635759894153678,"SITTING"
1,0.395934093834514,0.603638057398191,"SITTING"
1,0.390303575967891,0.616092547171336,"SITTING"
1,0.39436262315015,0.624721764110269,"SITTING"
1,0.392562832106738,0.631548741455446,"SITTING"
1,0.391320253743038,0.631184408798228,"SITTING"
1,0.397583674503323,0.627608657578714,"SITTING"
1,0.397144506985393,0.626750121993412,"SITTING"
1,0.39221129625219,0.634490883699012,"SITTING"
1,0.396246727543344,0.630845650784081,"SITTING"
1,0.391252204793521,0.635908918998121,"SITTING"
1,0.393883068923175,0.63472168622382,"SITTING"
1,0.391369874069548,0.632763747644647,"SITTING"
1,0.397410335463015,0.631486952511525,"SITTING"
1,0.386661094208311,0.593470938816727,"LAYING"
1,0.397410063254106,0.622243196653219,"LAYING"
1,0.402525368254467,0.622315057477051,"LAYING"
1,0.400263505969902,0.630299017148637,"LAYING"
1,0.393942096938543,0.640119809815288,"LAYING"
1,0.396348771712427,0.634450571850068,"LAYING"
1,0.39870768759826,0.628975786174561,"LAYING"
1,0.394151589751125,0.638109012710398,"LAYING"
1,0.397914286213427,0.635365479281123,"LAYING"
1,0.405157607420662,0.629090387972233,"LAYING"
1,0.398124977959106,0.634478975305804,"LAYING"
1,0.403118139369828,0.634357485389967,"LAYING"
1,0.400832305273395,0.631827482262581,"LAYING"
1,0.382450766233241,0.549356180854695,"LAYING"
1,0.403452337947786,0.600876979959764,"LAYING"
1,0.362155254969213,0.510771550443072,"LAYING"
1,0.366226474375699,0.493592234834947,"LAYING"
1,0.38129617579728,0.575574827416262,"LAYING"
1,0.361022403379132,0.52886752663553,"LAYING"
1,0.342898844227356,0.396592607628396,"LAYING"
1,0.3411242131055,0.397475974098414,"LAYING"
1,0.381247547174317,0.537259083797158,"LAYING"
1,0.391139084627897,0.603186273970999,"LAYING"
1,0.393080087221499,0.617574539521875,"LAYING"
1,0.403066363524187,0.625688634482562,"LAYING"
1,0.397245611437951,0.63353652828215,"LAYING"
1,0.394521178143118,0.640673380196325,"LAYING"
1,0.317830618302358,0.386753411571012,"WALKING"
1,0.305347464665262,0.353165392769075,"WALKING"
1,0.310304077463262,0.358577291129215,"WALKING"
1,0.301791667617204,0.324907000525346,"WALKING"
1,0.30445389219305,0.324897415146688,"WALKING"
1,0.302190324669721,0.333610269475826,"WALKING"
1,0.311416645382749,0.352260533540293,"WALKING"
1,0.306226945399166,0.337622952948491,"WALKING"
1,0.317181031283116,0.38206465704957,"WALKING"
1,0.307502416083553,0.354561591001073,"WALKING"
1,0.305294647207667,0.359287887231917,"WALKING"
1,0.302018762923419,0.339036846531308,"WALKING"
1,0.308221616017318,0.326606211324151,"WALKING"
1,0.298921624117024,0.313364599483729,"WALKING"
1,0.302033086648714,0.320926696177123,"WALKING"
1,0.305659418868103,0.325863581939238,"WALKING"
1,0.302441147912381,0.328656957333638,"WALKING"
1,0.29599126301995,0.323088053791099,"WALKING"
1,0.304158207873086,0.320378401095924,"WALKING"
1,0.298537099541477,0.331981544782253,"WALKING"
1,0.300996719654135,0.329742417137221,"WALKING"
1,0.300945761882367,0.318388876651222,"WALKING"
1,0.301395774116281,0.329888938264946,"WALKING"
1,0.293015740786006,0.285967542084294,"WALKING"
1,0.2986708271849,0.307233292807726,"WALKING"
1,0.309148376112419,0.317981076386923,"WALKING"
1,0.306737596628755,0.324922517304323,"WALKING"
1,0.308614515069212,0.352760827192993,"WALKING"
1,0.303311384772097,0.332764885131679,"WALKING"
1,0.298996020617199,0.315667247122986,"WALKING"
1,0.297514318513526,0.323282161171012,"WALKING"
1,0.302185527943109,0.327416762927776,"WALKING"
1,0.306955598985605,0.336594627604123,"WALKING"
1,0.301752934859434,0.298420464706638,"WALKING"
1,0.306925861235363,0.332442328882199,"WALKING"
1,0.302014808960567,0.338848255150795,"WALKING"
1,0.310615049670079,0.348591949780497,"WALKING"
1,0.302564064301431,0.336638918318567,"WALKING"
1,0.308791105670424,0.350038683569251,"WALKING"
1,0.311855638872433,0.358074603716978,"WALKING"
1,0.308586251178771,0.369450614460828,"WALKING"
1,0.314989234045564,0.385506714661313,"WALKING"
1,0.313131826178255,0.378964908363684,"WALKING"
1,0.310118362542698,0.368183474943003,"WALKING"
1,0.31234634559041,0.350554947274501,"WALKING"
1,0.308329978543766,0.35487657515276,"WALKING"
1,0.309721000774418,0.367884275869483,"WALKING"
1,0.317889596853497,0.38391878713146,"WALKING_DOWNSTAIRS"
1,0.313636784363047,0.356473867336132,"WALKING_DOWNSTAIRS"
1,0.305569886976921,0.330063326978814,"WALKING_DOWNSTAIRS"
1,0.305714605214267,0.335198109192513,"WALKING_DOWNSTAIRS"
1,0.311517456014365,0.335064087193761,"WALKING_DOWNSTAIRS"
1,0.306144800858419,0.298583556404388,"WALKING_DOWNSTAIRS"
1,0.301605706595749,0.306028784017341,"WALKING_DOWNSTAIRS"
1,0.314394528033157,0.352304928781833,"WALKING_DOWNSTAIRS"
1,0.320590683712944,0.359607051973244,"WALKING_DOWNSTAIRS"
1,0.292630079946047,0.242034503181297,"WALKING_DOWNSTAIRS"
1,0.304142056903653,0.288496252216307,"WALKING_DOWNSTAIRS"
1,0.290413361942861,0.251760289566104,"WALKING_DOWNSTAIRS"
1,0.298619926806858,0.267525477503036,"WALKING_DOWNSTAIRS"
1,0.297062246794232,0.297605104991052,"WALKING_DOWNSTAIRS"
1,0.306911830832958,0.318886183127727,"WALKING_DOWNSTAIRS"
1,0.294311467735231,0.296861638369156,"WALKING_DOWNSTAIRS"
1,0.309437670490428,0.31433453891332,"WALKING_DOWNSTAIRS"
1,0.314756022831684,0.349490842444358,"WALKING_DOWNSTAIRS"
1,0.311600457194016,0.329820724073921,"WALKING_DOWNSTAIRS"
1,0.296746246816469,0.304125905211359,"WALKING_DOWNSTAIRS"
1,0.295479744112429,0.289073331147591,"WALKING_DOWNSTAIRS"
1,0.297942154917144,0.324507178330734,"WALKING_DOWNSTAIRS"
1,0.307212840686305,0.356163037295633,"WALKING_DOWNSTAIRS"
1,0.312234316133229,0.359485559679671,"WALKING_DOWNSTAIRS"
1,0.312888329163622,0.362317177582004,"WALKING_DOWNSTAIRS"
1,0.335960702853399,0.425269472818068,"WALKING_UPSTAIRS"
1,0.338473506459436,0.432105105238909,"WALKING_UPSTAIRS"
1,0.33254493863702,0.433666051449301,"WALKING_UPSTAIRS"
1,0.328236710368283,0.400574676141157,"WALKING_UPSTAIRS"
1,0.332267818898003,0.407079811221032,"WALKING_UPSTAIRS"
1,0.333030942395345,0.422219707589099,"WALKING_UPSTAIRS"
1,0.33317682827932,0.419102925337885,"WALKING_UPSTAIRS"
1,0.336241875924885,0.416302504345389,"WALKING_UPSTAIRS"
1,0.337121663351505,0.418563833851428,"WALKING_UPSTAIRS"
1,0.340488244231614,0.430159691375379,"WALKING_UPSTAIRS"
1,0.334601119412664,0.417635951322002,"WALKING_UPSTAIRS"
1,0.329572877174976,0.413612183412782,"WALKING_UPSTAIRS"
1,0.333906059984337,0.445703698811007,"WALKING_UPSTAIRS"
1,0.330995138529914,0.433840199653233,"WALKING_UPSTAIRS"
1,0.343776180968847,0.435611207721079,"WALKING_UPSTAIRS"
1,0.350356485127713,0.458037240286661,"WALKING_UPSTAIRS"
1,0.346476209665137,0.458608817314713,"WALKING_UPSTAIRS"
1,0.345847077304032,0.436182440126277,"WALKING_UPSTAIRS"
1,0.341127753098123,0.420048639215549,"WALKING_UPSTAIRS"
1,0.338354897757537,0.41836484072101,"WALKING_UPSTAIRS"
1,0.334644222316194,0.417189616344376,"WALKING_UPSTAIRS"
1,0.33166191962623,0.439300308013635,"WALKING_UPSTAIRS"
1,0.330206482411855,0.439992598909975,"WALKING_UPSTAIRS"
1,0.330804385875742,0.423370132946423,"WALKING_UPSTAIRS"
1,0.340992104304824,0.438304884583155,"WALKING_UPSTAIRS"
1,0.333955568886062,0.422963991489815,"WALKING_UPSTAIRS"
1,0.40488187166525,0.61205723446679,"STANDING"
1,0.384218265861628,0.630482330271852,"STANDING"
1,0.388651747965794,0.624777206091332,"STANDING"
1,0.382788745761869,0.622868408226404,"STANDING"
1,0.381042250580629,0.625918503128226,"STANDING"
1,0.385210666012878,0.624764193248832,"STANDING"
1,0.394792547985899,0.62526160298908,"STANDING"
1,0.386539001680655,0.641768606072882,"STANDING"
1,0.389784005752105,0.631166336370277,"STANDING"
1,0.391814816711709,0.627486567151244,"STANDING"
1,0.392138635437555,0.638998606687868,"STANDING"
1,0.387715394035626,0.640931244822631,"STANDING"
1,0.385598138554637,0.642105041856178,"STANDING"
1,0.392125171737892,0.631234415425425,"STANDING"
1,0.399552078188015,0.603033900027087,"STANDING"
1,0.403771459877785,0.621414102663625,"STANDING"
1,0.404393869910952,0.620300490664717,"STANDING"
